Id,SalePrice
2,114076.60074794915
4,288984.5449104535
6,191724.86147096014
7,214851.95933203294
17,195622.1828725901
18,368083.0183566256
22,183840.13798679312
27,108944.09514034558
31,98097.0305549714
36,147397.85198192776
39,400822.4877663325
40,258020.97962656472
42,318453.67104713665
46,229909.66187108468
53,159354.4068454795
58,171489.7262352989
61,325492.2692338583
72,247143.5443017902
79,105228.36811161331
80,200888.15927248716
82,163164.65322762664
83,97086.57222270899
85,150030.90045119965
88,122033.17943598119
92,278612.15115221025
93,275209.86709975405
95,179726.0679382562
102,203581.6451711022
103,174452.85981918845
106,236323.79536765488
107,149685.63603852925
110,225238.31069459315
114,189786.61659859194
116,176419.984471041
117,158303.16723381166
118,150596.203566722
125,162642.6570882947
126,176162.71759923932
127,142838.65149078745
128,218282.6897908661
134,143573.69963910707
135,186731.89143196744
137,257697.07617581193
143,146921.89993439152
147,130826.87987674237
148,200974.66107156465
150,121118.45975970864
156,149671.1891203338
157,132585.94033359792
159,135554.1434178892
161,236941.2466571367
167,151710.02156779543
170,135972.06410883417
171,77730.81359971988
175,103821.4377082315
179,125261.84462599734
181,112182.60248178296
186,195033.15118037048
193,204873.444204557
194,84198.3698216091
206,119443.78120825418
208,132453.65787517757
210,171636.72830766885
211,74547.73415723178
212,126325.75852412274
214,105108.15424573494
215,127718.95527496478
217,147661.89648572693
222,153095.4288488288
227,147665.6047268304
228,153715.40295041943
233,232664.6552077536
235,126891.39901956834
238,134863.02938587236
241,168026.4869091219
252,176380.35703553216
253,187931.7376565966
256,153908.1316555151
257,156801.12456393644
258,192524.53374310635
259,182463.55377827986
261,150948.1881208841
263,126901.3242180834
266,225762.70872025116
267,217255.5165499881
270,131989.0179251461
271,243051.82755705153
276,109832.82814373661
285,153492.3793268482
288,73544.99834553414
289,159061.64837235055
290,134830.9192603558
291,134573.76473164474
292,126010.21474948362
293,196359.54214637476
294,238604.04597916713
295,190118.8543247792
304,115985.04172948553
322,357916.2220941668
326,172178.84350837785
327,80836.55139474181
328,132188.7367367578
331,70353.82853216193
332,67209.53587575923
333,85578.01646260543
335,147067.2161613049
337,178515.29015915966
342,110212.22584759168
343,174753.59417267476
347,174606.12346767058
350,335220.4031141567
352,236711.36476322773
358,222334.34732400888
359,177026.7566560053
360,154181.14651602553
368,342378.51219243696
369,276071.2220552254
373,178807.91733396988
377,246474.47417951914
383,183978.75636075425
386,221415.35352853982
387,227958.13610776508
390,156878.26551132434
391,149106.68007818298
395,151400.15845596103
397,135680.90589235164
398,118187.42826599392
401,109237.74686874461
404,111613.7216697586
408,116694.6040523618
409,109847.14670431415
410,144358.66018164548
418,107072.20222594138
422,435364.7861838477
427,372550.9926248151
431,399433.5617840001
433,493808.24728355644
437,362227.5450002052
438,281169.3049824004
442,362788.89322385314
447,240266.1415766054
459,355458.8547251344
460,293984.6754071334
464,202384.68946451653
465,172141.60562602052
467,179602.98747362805
468,187383.8625392142
474,159167.69600607085
480,188944.23851502
481,193183.2085551188
483,210371.12701839086
488,183948.4442797619
492,187907.89729224722
494,165187.2988139529
499,318297.53324914316
500,278890.43682724255
501,309977.7070095
503,255188.29904843966
506,246903.82018882057
508,242977.41084791426
511,266986.0437459525
515,241755.48690806783
519,234516.07302057173
521,247078.91340335985
530,229111.3915967236
532,223189.72258473237
534,176950.0381091917
540,159464.42921150895
541,126851.46436842706
551,168367.0827234958
552,166383.55043629
554,91163.88553570074
555,122484.93481006226
556,127271.83739464376
557,124829.89330412736
565,244649.12193338762
566,268218.2248973417
567,168217.2550969013
569,229530.18709372845
570,189466.92395352092
574,214144.12995335867
575,330696.5570797988
576,198921.0938166274
577,232647.7499990975
578,202835.84662876147
583,226818.73424360683
584,208176.12158329898
585,155802.71751863297
587,213710.0698650285
593,209171.58977693637
597,204024.58621566027
598,175221.07644591967
599,180786.08688311663
600,129813.99227328444
605,157354.35856661163
607,170710.82120549586
608,160777.8418420402
611,182076.04385013736
616,107830.05234068277
625,182512.1575463859
629,156777.57163857706
630,123154.73399233524
631,141876.55595693114
640,193335.22520246703
642,171659.10201991367
643,142583.50666929065
646,111771.97378211794
647,157576.9885923926
655,76944.98536720658
659,106630.29499909078
663,42641.56434855875
665,100077.86148356329
667,197285.45856679507
673,153414.22854537817
676,134871.42107343912
680,158542.44941589038
682,131232.02189599868
687,143781.25374253307
688,160374.02710942397
692,112446.66526727003
693,110070.2358991341
695,139291.96864761092
697,117677.15348524114
700,146692.40407793183
702,118001.32867685497
703,139837.99288478665
704,103911.61295450258
712,94571.1944991971
713,90208.5527788021
717,212595.5447904065
720,180803.35826387917
721,57514.80821361387
726,146990.19838928187
733,113654.38772137162
736,137296.20776899223
738,100171.82067589316
741,139537.04122277413
743,13651.11293194283
745,107234.98939488853
750,152348.18285963705
756,108881.66775502195
757,121899.57474352728
758,147848.17204119306
760,87115.84898541903
765,134274.37439587864
775,141916.8003214281
776,138795.08389265195
780,177955.1201141084
783,238539.41919718028
790,124596.5305022602
795,72929.45699069515
796,122087.24525764953
797,139844.44534201617
798,108705.39143160151
804,200970.55881749647
805,223031.6167265849
806,230245.0140903
808,112376.39459714072
814,148073.43819316127
818,283350.4574754254
821,300330.65593727713
822,356538.1579914386
825,289238.19884868007
827,231947.55007963165
830,198589.83287113853
834,238952.52389433183
835,202917.79148315798
842,146168.5171957207
845,206707.37419492143
852,216563.9663244881
857,138398.08461215376
858,156777.52315360872
859,127505.84363660181
860,121777.97120978354
861,124720.37640109929
864,237873.69993745768
868,186236.31204569593
869,199350.5123150988
872,286291.638674122
873,216903.86981616868
885,108701.93049939559
890,114382.15141771904
895,87056.39596609437
899,41986.01167626734
906,108078.95789968313
918,153961.27180688438
923,155413.95094685192
925,129718.67138218971
927,164181.50068119515
932,222196.0781591866
933,104737.40699627083
934,131171.20869424223
942,90445.63404669415
947,238905.9327558446
948,283822.8508630028
951,140517.45455523
957,353067.8101870585
958,325193.42712985515
959,224941.55528688506
963,192314.57297458375
967,207572.98978206085
968,356895.8293159439
971,148884.7979463684
972,172615.98556480158
976,93355.5417581742
978,70437.80955767137
979,97230.87477043393
984,111931.26896685344
986,169334.70429982519
991,227724.6505776038
996,217946.59274027258
1001,269805.2728195933
1007,194745.76801756292
1008,186154.80790274675
1009,207613.59261505297
1014,169866.1341176728
1022,211902.20185274087
1024,170688.41179090302
1027,137924.01319402558
1030,167107.79752610356
1032,151671.53198038455
1035,152866.85282563124
1042,101543.60026909545
1047,124380.82810068177
1050,99326.21213813305
1055,298883.46162124013
1059,403794.71867680084
1061,353427.56160730263
1064,523514.87743148016
1077,204467.6086368984
1081,224240.10988869856
1092,233358.0908009169
1093,200121.2007024829
1095,196408.39848913098
1099,279085.04995446204
1101,279561.8853469262
1103,303188.69450014766
1109,268659.14078859147
1112,227148.27455403018
1113,232995.3519096776
1114,252823.62314193774
1116,248501.15218502562
1117,247407.04130127106
1119,275852.10022078303
1121,227030.4715118217
1122,229693.33395334095
1125,265528.6245160521
1137,162948.56481624476
1142,208558.0530562352
1144,191486.3884190048
1145,192658.15063371093
1147,176401.85162839736
1148,185038.56919237046
1149,147155.06600195332
1150,117520.20244530145
1153,96178.1070539745
1154,97577.64501754014
1159,355070.67354525975
1161,150686.8752143206
1167,181011.9668505514
1171,255661.59833556807
1174,176759.93012267095
1188,199971.38739961316
1189,163088.76410125318
1191,146153.3943800149
1195,135586.02078282068
1199,170107.53142977777
1201,192836.5663280692
1204,187727.0070124416
1211,145034.91092103353
1214,225088.98967432225
1219,143773.55341909453
1220,76918.31593774485
1227,187456.20380159104
1229,234014.8398895808
1231,144728.59849916102
1234,212499.40038506073
1235,135915.31534438118
1239,173262.6454561773
1240,173969.3852999311
1241,180738.32167741674
1246,116856.06440661626
1249,175279.72793540964
1250,126310.93445115571
1252,125760.95372329076
1259,139645.3809794414
1267,101621.94967348903
1269,96884.16066395494
1270,125042.5896196729
1272,128220.94794200917
1274,133483.430156086
1276,110395.68074673286
1279,151007.1317491695
1281,175045.25706752282
1286,149654.00529644382
1287,116487.3754055427
1290,65831.78856560525
1291,129542.1184863309
1297,139143.92893135315
1302,147800.61525311694
1303,33724.27730383776
1312,91693.7440745937
1315,130374.27839841363
1322,28653.784772040526
1327,104706.16308433955
1331,147483.25306693258
1333,110666.84471066312
1334,124921.08466238187
1336,119027.64065534409
1341,117331.06634429362
1344,77669.73742515472
1347,144509.42426915324
1348,151265.54551516415
1353,168476.07044733968
1355,135649.7436816599
1356,123615.83346732914
1357,179575.9323049457
1361,131288.6540214005
1364,139328.52426553305
1368,108010.85646386126
1369,92285.7472038001
1371,130878.69295128688
1373,126091.3706252471
1374,118571.1307514972
1387,137971.5292842322
1388,103523.628210321
1392,157872.404840133
1394,130436.45967463912
1406,161580.10983921695
1407,229264.99515162827
1408,199666.89025313576
1409,173101.30607020232
1411,195319.98896494476
1412,100319.07324607483
1413,137833.34861548868
1414,137409.41094627965
1425,232296.42153628968
1430,201017.23268789056
1431,202381.5179263745
1435,223193.4671286033
1441,216452.30809201923
1444,215324.45791912405
1445,132438.04620182098
1446,140688.4736422841
1452,119058.74025417608
1453,113338.71858588411
1456,224388.61506462746
1457,229559.17322129032
1460,251528.6427384875
1463,236915.84812025796
1468,216716.32927845223
1471,227128.5430048054
1474,203509.24108643126
1475,206914.3821244977
1476,211203.88590985438
1478,200778.28473041212
1482,135506.8071411071
1483,151158.6148406648
1484,136806.2133850542
1485,153624.28434181376
1496,156173.15327487554
1497,155498.52099825814
1500,136795.60473081557
1506,128262.73216736794
1507,102491.23641863199
1509,119624.55337859
1510,128307.86836579695
1513,121326.86702941888
1517,137550.61557998948
1518,177087.15504219785
1523,182247.5400967072
1524,158666.99378365718
1526,164167.33751419
1529,191231.84042714303
1531,150464.02734456092
1535,123374.66529015863
1536,149862.10038051708
1538,330400.68925618625
1540,248035.7827456632
1543,116876.43677363888
1545,123693.46830722451
1546,121124.80688252335
1557,74495.81868699749
1558,97965.58665885987
1559,62304.90784041803
1563,269480.06569270906
1568,162829.82753213152
1571,274815.6587041862
1578,145694.3285126064
1579,215779.65286190956
1584,242924.2971632689
1586,302875.3894073828
1604,126564.2447729327
1606,145090.89296419933
1610,164125.7488059337
1611,108867.50935676374
1618,184375.03425858342
1623,195930.30063074647
1624,172565.39583804394
1628,155175.51032493994
1633,238295.37608484642
1645,166609.68061191164
1649,205832.2944931825
1652,144759.21041225793
1653,157042.28285920632
1656,122884.80386004271
1662,185255.99589624655
1668,107023.39797796613
1670,100385.33718352416
1672,103224.40980670248
1673,120186.81351316348
1674,156209.53330990314
1677,109210.91506162833
1678,126459.10498639599
1679,103098.10764807969
1685,401133.1354902574
1692,445933.45689601597
1693,342470.84895101644
1696,475234.4416601819
1709,320192.561829231
1711,304431.5414309616
1717,219797.9217562427
1718,204827.80364150842
1721,235208.65859787716
1722,215583.54482922572
1725,338062.39731057285
1726,218451.62871081824
1730,182350.33012709167
1731,184378.88585583406
1733,212005.5181136923
1737,208472.9174436828
1746,232026.3697413643
1747,198804.03606819944
1748,179032.4325299049
1749,209518.48400123572
1760,179949.1305393402
1761,534682.9511802322
1762,327133.28769307194
1768,605878.1626983588
1769,254191.6004689029
1770,295836.159567524
1776,210408.42726688352
1781,401253.6234903537
1785,357055.47703864274
1792,221662.88757087072
1798,240528.95720375516
1812,196834.96160175934
1814,232932.085657082
1817,144403.62389749853
1818,147674.81715572838
1822,132111.59975969914
1823,125782.89727959155
1829,254793.77452956844
1838,207594.9570083375
1845,185707.1250690315
1851,181624.90779762494
1855,284010.6354274
1856,197635.85294800252
1858,188770.32085974948
1865,227495.25629846723
1866,143674.0559470057
1867,173819.94303417302
1868,200094.26013366657
1876,135206.23517402014
1878,137541.46560045512
1879,144586.34323511724
1882,140773.03948395216
1883,106631.70984871555
1887,97109.8641724207
1895,144586.01953011664
1898,154337.7255230603
1904,51978.62544018685
1908,155139.8673435208
1917,134494.6525142751
1918,117544.53890405057
1920,128698.33327090205
1922,129221.38486464953
1923,153949.00332679326
1931,166642.27919437454
1935,135090.5536951992
1936,131660.66808097204
1939,118420.31346281941
1943,130022.06875021117
1944,129056.11154144822
1946,227835.51026199115
1952,99971.92720142804
1954,104122.60430967601
1958,123082.38046253024
1964,154273.1751764005
1966,155223.90573358993
1969,110773.01316420862
1977,95188.03659526253
1980,76576.94111107275
1984,124973.39871246068
1985,83810.26841104585
1988,109257.95435975587
1989,107796.93030035593
1991,129047.11539904072
1992,124703.01686724968
1997,133101.73152923398
1999,180927.6920914848
2003,111985.19337153359
2005,117113.50847821991
2010,128123.50872900928
2012,134041.94847060138
2016,134801.71066005866
2017,127468.47875604851
2022,190215.99081079278
2023,158369.7870915428
2035,130555.74296561175
2036,206837.96735916176
2040,138320.93558732764
2042,133947.43454534488
2043,84527.93306413144
2055,138009.16422728126
2056,105184.11654036633
2059,104758.51179140763
2064,120781.25268647682
2066,198638.78435654705
2070,154415.05992932912
2071,96373.38435703042
2078,237800.39171536628
2080,154816.73973559064
2085,110614.82273639912
2089,120438.36397704124
2090,171702.13239267416
2092,223606.08041856883
2094,251446.42299761059
2095,220172.5788722008
2098,362304.90219748253
2099,254918.26823139386
2103,253309.71248560224
2120,153126.71525547444
2122,178237.0627981514
2123,168653.9625451502
2134,185036.8646647814
2135,116464.67766217887
2136,138347.44825027103
2143,156307.42935660394
2145,273533.95577586436
2146,235830.78610329697
2148,193445.33398325596
2155,262542.3162128383
2156,249576.83144348447
2157,131595.4465072238
2159,203835.27549960208
